name,position
draco malfoy,364216
daphne greengrass,364222
draco malfoy,364255
draco malfoy,364321
draco malfoy,364382
draco malfoy,364389
padma patil,364417
harry potter,364425
daphne greengrass,364433
hermione granger,364438
draco malfoy,364445
draco malfoy,364485
padma patil,364504
daphne greengrass,364508
draco malfoy,364570
draco malfoy,364623
draco malfoy,364647
draco malfoy,364693
draco malfoy,364723
draco malfoy,364724
draco malfoy,364791
draco malfoy,364810
daphne greengrass,364814
hermione granger,364889
harry potter,364892
daphne greengrass,364916
neville longbottom,364952
daphne greengrass,364982
daphne greengrass,364995
daphne greengrass,365189
daphne greengrass,365244
daphne greengrass,365275
daphne greengrass,365284
hermione granger,365309
daphne greengrass,365319
daphne greengrass,365341
daphne greengrass,365377
daphne greengrass,365397
daphne greengrass,365414
daphne greengrass,365446
daphne greengrass,365465
daphne greengrass,365494
hermione granger,365999
hermione granger,366057
harry potter,366067
harry potter,366088
hermione granger,366186
harry potter,366193
harry potter,366226
harry potter,366258
harry potter,366276
hermione granger,366304
harry potter,366365
harry potter,366397
hermione granger,366415
harry potter,366457
hermione granger,366472
hermione granger,366510
draco malfoy,366513
hermione granger,366540
hermione granger,366548
harry potter,366586
hermione granger,366599
harry potter,366642
harry potter,366700
harry potter,366706
harry potter,366751
hermione granger,366764
harry potter,366765
bellatrix black,366773
harry potter,366803
hermione granger,366829
hermione granger,366831
bellatrix black,366864
bellatrix black,366904
hermione granger,366908
hermione granger,366912
harry potter,366937
hermione granger,367007
harry potter,367008
hermione granger,367058
bellatrix black,367067
harry potter,367074
harry potter,367081
harry potter,367108
harry potter,367141
harry potter,367196
harry potter,367198
harry potter,367267
hermione granger,367305
hermione granger,367459
harry potter,367472
harry potter,367474
hermione granger,367496
harry potter,367497
hermione granger,367536
harry potter,367551
hannah abbott,367587
harry potter,367629
harry potter,367682
harry potter,367683
hermione granger,367700
bellatrix black,367705
harry potter,367749
harry potter,367750
hermione granger,367759
harry potter,367783
harry potter,367803
hermione granger,367827
harry potter,367846
bellatrix black,367876
harry potter,367891
hermione granger,367903
harry potter,367936
hermione granger,367978
hermione granger,368057
harry potter,368121
harry potter,368140
harry potter,368160
harry potter,368203
harry potter,368206
harry potter,368238
hermione granger,368255
harry potter,368308
harry potter,368327
hermione granger,368337
hermione granger,368398
padma patil,368438
padma patil,368454
padma patil,368458
daphne greengrass,368461
hermione granger,368464
padma patil,368472
padma patil,368480
hannah abbott,368506
susan bones,368508
daphne greengrass,368510
hermione granger,368550
harry potter,368607
hermione granger,368649
daphne greengrass,368695
susan bones,368717
padma patil,368760
parvati patil,368762
lavender brown,368796
hermione granger,368867
lavender brown,368877
hermione granger,368884
lavender brown,368890
susan bones,368909
hermione granger,368914
lavender brown,368936
lavender brown,368965
susan bones,368967
hermione granger,368992
lavender brown,368995
lavender brown,369020
hermione granger,369043
hermione granger,369108
hermione granger,369117
susan bones,369131
susan bones,369365
susan bones,369420
susan bones,369504
hermione granger,369526
susan bones,369550
susan bones,369737
lavender brown,369766
susan bones,369768
lavender brown,369841
susan bones,369852
lavender brown,369912
susan bones,370054
hermione granger,370057
hermione granger,370096
susan bones,370101
padma patil,370133
parvati patil,370196
lavender brown,370203
hannah abbott,370215
padma patil,370252
lavender brown,370256
hermione granger,370257
parvati patil,370259
susan bones,370266
hermione granger,370286
hannah abbott,370354
hannah abbott,370399
hannah abbott,370463
daphne greengrass,370534
hannah abbott,370582
daphne greengrass,370601
hannah abbott,370611
daphne greengrass,370653
daphne greengrass,370682
hannah abbott,370691
daphne greengrass,370739
susan bones,370746
susan bones,370782
hermione granger,370827
hermione granger,370851
hannah abbott,370864
susan bones,370893
parvati patil,370909
susan bones,370919
lavender brown,370980
padma patil,370982
daphne greengrass,371002
parvati patil,371042
lavender brown,371054
parvati patil,371093
hermione granger,371112
lavender brown,371129
hermione granger,371140
susan bones,371161
daphne greengrass,371237
neville longbottom,371272
hannah abbott,371292
hannah abbott,371299
minerva mcgonagall,371325
albus dumbledore,371332
filius flitwick,371346
hermione granger,371382
daphne greengrass,371433
susan bones,371452
lavender brown,371454
parvati patil,371456
hermione granger,371498
daphne greengrass,371558
hermione granger,371577
hermione granger,371605
daphne greengrass,371622
daphne greengrass,371666
daphne greengrass,371706
harry potter,371725
daphne greengrass,371793
albus dumbledore,371814
minerva mcgonagall,371829
daphne greengrass,371860
draco malfoy,371891
hermione granger,371916
draco malfoy,371918
hermione granger,371930
daphne greengrass,371935
draco malfoy,371945
hermione granger,371949
hermione granger,371965
draco malfoy,371968
draco malfoy,372011
hermione granger,372036
daphne greengrass,372059
harry potter,372151
draco malfoy,372189
draco malfoy,372211
draco malfoy,372229
draco malfoy,372236
draco malfoy,372276
daphne greengrass,372345
draco malfoy,372377
harry potter,372562
hermione granger,372564
hermione granger,372589
harry potter,372699
daphne greengrass,372735
draco malfoy,372771
theodore nott,372789
draco malfoy,372824
draco malfoy,372829
hermione granger,372859
draco malfoy,372874
draco malfoy,372902
lucius malfoy,372939
hermione granger,372959
daphne greengrass,372966
draco malfoy,373054
draco malfoy,373114
albus dumbledore,373173
minerva mcgonagall,373174
daphne greengrass,373262
hannah abbott,373290
daphne greengrass,373298
daphne greengrass,373315
daphne greengrass,373401
daphne greengrass,373440
susan bones,373640
harry potter,373644
amelia bones,373694
susan bones,373709
harry potter,373730
hermione granger,373763
susan bones,373797
susan bones,373862
daphne greengrass,374010
draco malfoy,374051
draco malfoy,374172
draco malfoy,374246
draco malfoy,374281
draco malfoy,374293
draco malfoy,374304
bellatrix black,374334
draco malfoy,374362
draco malfoy,374373
draco malfoy,374381
draco malfoy,374411
hannah abbott,374460
lavender brown,374582
hermione granger,374609
susan bones,374645
hannah abbott,374677
daphne greengrass,374690
hermione granger,374706
susan bones,374715
amelia bones,374754
susan bones,374757
hermione granger,374767
lavender brown,374843
hermione granger,374902
hermione granger,374989
harry potter,375039
blaise zabini,375074
harry potter,375077
lavender brown,375085
harry potter,375110
lavender brown,375112
hermione granger,375114
hermione granger,375148
draco malfoy,375169
harry potter,375175
hermione granger,375189
draco malfoy,375229
daphne greengrass,375236
hermione granger,375262
harry potter,375264
draco malfoy,375268
harry potter,375280
harry potter,375294
hermione granger,375308
harry potter,375318
harry potter,375368
harry potter,375400
harry potter,375468
hermione granger,375506
harry potter,375595
hermione granger,375613
harry potter,375659
harry potter,375688
harry potter,375695
hermione granger,375703
harry potter,375796
hermione granger,375802
daphne greengrass,375845
daphne greengrass,375870
daphne greengrass,375874
daphne greengrass,375909
daphne greengrass,375926
daphne greengrass,375949
daphne greengrass,376007
daphne greengrass,376025
hannah abbott,376027
susan bones,376029
hannah abbott,376065
susan bones,376067
hannah abbott,376082
susan bones,376090
hermione granger,376103
susan bones,376144
susan bones,376157
hannah abbott,376202
amelia bones,376235
lavender brown,376238
susan bones,376249
daphne greengrass,376287
susan bones,376333
susan bones,376338
susan bones,376352
daphne greengrass,376363
daphne greengrass,376385
hermione granger,376387
daphne greengrass,376400
susan bones,376432
daphne greengrass,376438
hermione granger,376452
daphne greengrass,376466
hermione granger,376475
hermione granger,376481
padma patil,376483
daphne greengrass,376496
padma patil,376502
susan bones,376533
hannah abbott,376651
hannah abbott,376690
hannah abbott,376712
hannah abbott,376722
daphne greengrass,376753
daphne greengrass,376794
susan bones,376863
hermione granger,376964
susan bones,377059
daphne greengrass,377085
susan bones,377092
susan bones,377133
parvati patil,377157
susan bones,377182
daphne greengrass,377192
daphne greengrass,377219
susan bones,377242
susan bones,377292
parvati patil,377320
susan bones,377325
parvati patil,377343
parvati patil,377358
daphne greengrass,377413
hermione granger,377446
hermione granger,377499
parvati patil,377513
hermione granger,377525
hermione granger,377563
hermione granger,377580
hermione granger,377589
hermione granger,377605
hermione granger,377652
parvati patil,377670
susan bones,377808
susan bones,377899
susan bones,377933
susan bones,377940
susan bones,377970
susan bones,378016
hermione granger,378024
susan bones,378058
susan bones,378093
lavender brown,378119
lavender brown,378132
hermione granger,378138
parvati patil,378143
lavender brown,378146
susan bones,378150
hermione granger,378190
parvati patil,378193
parvati patil,378194
lavender brown,378197
lavender brown,378198
susan bones,378211
susan bones,378219
susan bones,378242
parvati patil,378261
hermione granger,378264
daphne greengrass,378269
lavender brown,378280
hannah abbott,378312
lavender brown,378314
hannah abbott,378320
daphne greengrass,378328
hermione granger,378332
hermione granger,378352
daphne greengrass,378382
parvati patil,378400
hannah abbott,378403
susan bones,378429
parvati patil,378436
susan bones,378457
hannah abbott,378482
susan bones,378517
hermione granger,378520
hermione granger,378550
parvati patil,378607
lavender brown,378623
hermione granger,378647
lavender brown,378656
parvati patil,378706
hermione granger,378727
lavender brown,378763
lavender brown,378770
hannah abbott,378795
amelia bones,378815
hannah abbott,378823
susan bones,378845
hermione granger,378861
susan bones,378908
susan bones,378917
parvati patil,378922
filius flitwick,378941
padma patil,378960
susan bones,378970
susan bones,378994
daphne greengrass,379051
susan bones,379104
susan bones,379133
hermione granger,379159
harry potter,379160
hermione granger,379203
hermione granger,379224
filius flitwick,379241
hermione granger,379262
filius flitwick,379286
harry potter,379293
harry potter,379303
hermione granger,379325
hermione granger,379344
harry potter,379364
harry potter,379367
hermione granger,379391
hermione granger,379417
hermione granger,379484
harry potter,379507
hermione granger,379520
harry potter,379558
amelia bones,379570
hermione granger,379596
harry potter,379623
harry potter,379680
harry potter,379770
harry potter,379828
harry potter,379934
harry potter,379935
hermione granger,379959
harry potter,380002
harry potter,380036
harry potter,380061
hermione granger,380093
harry potter,380139
harry potter,380251
hermione granger,380260
harry potter,380299
harry potter,380340
harry potter,380351
draco malfoy,380356
lucius malfoy,380374
draco malfoy,380426
harry potter,380440
harry potter,380483
lucius malfoy,380515
harry potter,380529
harry potter,380612
harry potter,380635
harry potter,380657
harry potter,380726
harry potter,380824
harry potter,380836
hermione granger,380852
harry potter,380898
hermione granger,380919
filius flitwick,380958
hermione granger,380971
harry potter,381006
hermione granger,381008
harry potter,381022
daphne greengrass,381043
padma patil,381044
hermione granger,381051
padma patil,381057
daphne greengrass,381059
harry potter,381064
harry potter,381136
hermione granger,381138
hermione granger,381153
harry potter,381154
padma patil,381167
hermione granger,381191
harry potter,381196
padma patil,381201
lavender brown,381206
harry potter,381207
lavender brown,381227
harry potter,381233
parvati patil,381252
harry potter,381253
susan bones,381255
hannah abbott,381256
daphne greengrass,381257
hermione granger,381292
harry potter,381317
hermione granger,381328
hermione granger,381353
lavender brown,381358
harry potter,381397
draco malfoy,381444
draco malfoy,381471
lavender brown,381519
hermione granger,381560
daphne greengrass,381563
daphne greengrass,381585
daphne greengrass,381629
hermione granger,381648
daphne greengrass,381650
daphne greengrass,381663
daphne greengrass,381681
daphne greengrass,381725
hermione granger,381748
daphne greengrass,381750
minerva mcgonagall,381765
hermione granger,381769
susan bones,381775
daphne greengrass,381780
daphne greengrass,381811
susan bones,381818
daphne greengrass,381820
susan bones,381829
daphne greengrass,381840
hermione granger,381856
minerva mcgonagall,381861
susan bones,382009
susan bones,382198
susan bones,382204
lavender brown,382213
lavender brown,382234
hermione granger,382239
harry potter,382252
amelia bones,382274
lavender brown,382276
susan bones,382338
lavender brown,382375
padma patil,382383
susan bones,382393
susan bones,382398
hermione granger,382419
susan bones,382460
susan bones,382583
hermione granger,382597
daphne greengrass,382603
daphne greengrass,382627
susan bones,382661
hannah abbott,382663
susan bones,382713
hermione granger,382741
susan bones,383067
hermione granger,383077
harry potter,383160
hermione granger,383455
bellatrix black,383593
hermione granger,383712
bellatrix black,383774
parvati patil,383803
daphne greengrass,383831
susan bones,383833
daphne greengrass,383842
hermione granger,383865
bellatrix black,383902
hermione granger,384003
harry potter,384024
harry potter,384026
james potter,384027
harry potter,384029
james potter,384030
harry potter,384032
james potter,384033
harry potter,384047
harry potter,384086
harry potter,384124
albus dumbledore,384152
bellatrix black,384164
harry potter,384198
harry potter,384212
hermione granger,384257
harry potter,384264
harry potter,384313
albus dumbledore,384335
harry potter,384359
harry potter,384434
harry potter,384486
harry potter,384603
harry potter,384628
harry potter,384644
harry potter,384658
harry potter,384708
harry potter,384723
albus dumbledore,384735
harry potter,384766
harry potter,384788
harry potter,384819
harry potter,384833
minerva mcgonagall,384842
minerva mcgonagall,384861
harry potter,384877
harry potter,384897
albus dumbledore,384976
harry potter,385008
ron weasley,385027
fawkes,385031
harry potter,385035
harry potter,385080
harry potter,385098
harry potter,385129
albus dumbledore,385131
harry potter,385183
harry potter,385264
harry potter,385307
voldemort,385563
harry potter,385566
harry potter,385609
harry potter,385681
hermione granger,385708
harry potter,385817
hermione granger,385822
daphne greengrass,385844
harry potter,385852
harry potter,385863
hermione granger,385873
hermione granger,385902
harry potter,385923
harry potter,385956
harry potter,386019
harry potter,386036
harry potter,386046
albus dumbledore,386156
harry potter,386161
harry potter,386212
harry potter,386317
harry potter,386335
harry potter,386405
harry potter,386497
harry potter,386510
harry potter,386562
harry potter,386571
harry potter,386585
harry potter,386594
harry potter,386600
harry potter,386614
harry potter,386648
harry potter,386670
harry potter,386690
harry potter,386728
harry potter,386732
harry potter,386776
albus dumbledore,386832
harry potter,386854
harry potter,386875
harry potter,386981
harry potter,387062
harry potter,387093
harry potter,387137
harry potter,387184
harry potter,387243
harry potter,387570
harry potter,387653
harry potter,387838
harry potter,387846
harry potter,387863
harry potter,387919
harry potter,387954
harry potter,388106
harry potter,388108
harry potter,388219
daphne greengrass,388282
daphne greengrass,388319
lavender brown,388385
parvati patil,388387
lavender brown,388423
daphne greengrass,388425
daphne greengrass,388437
bellatrix black,388513
daphne greengrass,388564
daphne greengrass,388586
harry potter,388596
hermione granger,388599
daphne greengrass,388614
harry potter,388617
draco malfoy,388670
harry potter,388710
harry potter,388750
ron weasley,388767
daphne greengrass,388818
ron weasley,388849
daphne greengrass,388856
daphne greengrass,388976
lavender brown,388989
theodore nott,389090
daphne greengrass,389135
bellatrix black,389227
draco malfoy,389273
draco malfoy,389276
draco malfoy,389281
draco malfoy,389307
draco malfoy,389331
daphne greengrass,389394
bellatrix black,389500
harry potter,389641
harry potter,389778
draco malfoy,389838
draco malfoy,389894
draco malfoy,389922
harry potter,389956
hermione granger,390201
harry potter,390252
harry potter,390402
harry potter,390490
hermione granger,390531
penelope clearwater,390597
hermione granger,390615
harry potter,390629
hermione granger,390641
hermione granger,390648
hermione granger,390696
harry potter,390874
hermione granger,390880
hermione granger,390916
hermione granger,390954
harry potter,391035
hermione granger,391063
hermione granger,391108
harry potter,391124
hermione granger,391190
hermione granger,391244
hermione granger,391272
harry potter,391292
harry potter,391379
hermione granger,391451
harry potter,391462
hermione granger,391501
harry potter,391522
harry potter,391559
harry potter,391591
hermione granger,391601
hermione granger,391603
hermione granger,391626
harry potter,391634
penelope clearwater,391663
hermione granger,391666
hermione granger,391688
harry potter,391697
hermione granger,391724
harry potter,391737
hermione granger,391765
harry potter,391804
hermione granger,391813
harry potter,391824
harry potter,391838
hermione granger,391898
hermione granger,391931
harry potter,391943
harry potter,391946
harry potter,391955
harry potter,391969
harry potter,392026
harry potter,392051
hermione granger,392061
harry potter,392078
hermione granger,392084
harry potter,392131
harry potter,392144
hermione granger,392279
harry potter,392285
harry potter,392302
hermione granger,392361
hermione granger,392397
hermione granger,392403
harry potter,392405
hermione granger,392443
hannah abbott,392453
hermione granger,392455
hannah abbott,392470
hannah abbott,392496
hannah abbott,392500
hermione granger,392538
hannah abbott,392553
hermione granger,392567
hannah abbott,392589
hermione granger,392619
hannah abbott,392627
harry potter,392630
hermione granger,392640
minerva mcgonagall,392666
hermione granger,392674
harry potter,392693
hermione granger,392705
minerva mcgonagall,392725
minerva mcgonagall,392808
minerva mcgonagall,392835
hermione granger,392838
harry potter,392867
minerva mcgonagall,392892
hermione granger,392949
minerva mcgonagall,392960
hannah abbott,392967
fawkes,393015
hermione granger,393037
harry potter,393050
minerva mcgonagall,393056
harry potter,393088
harry potter,393099
hannah abbott,393137
hannah abbott,393165
hermione granger,393194
hermione granger,393204
hannah abbott,393228
hermione granger,393278
harry potter,393290
harry potter,393350
harry potter,393351
hermione granger,393417
harry potter,393425
harry potter,393438
hermione granger,393470
hannah abbott,393520
hermione granger,393527
harry potter,393530
harry potter,393538
harry potter,393558
harry potter,393578
hermione granger,393621
harry potter,393623
hermione granger,393688
hermione granger,393706
harry potter,393714
harry potter,393747
hermione granger,393793
harry potter,393846
albus dumbledore,393854
harry potter,393864
minerva mcgonagall,393919
albus dumbledore,393998
hermione granger,394026
hermione granger,394112
harry potter,394139
albus dumbledore,394151
hermione granger,394152
harry potter,394180
albus dumbledore,394189
hermione granger,394194
harry potter,394247
hermione granger,394276
hermione granger,394285
harry potter,394295
harry potter,394319
hermione granger,394372
tom riddle,394426
hermione granger,394427
hermione granger,394605
harry potter,394793
hermione granger,394847
hermione granger,394897
albus dumbledore,394921
hermione granger,394937
filius flitwick,394945
hermione granger,395009
filius flitwick,395063
minerva mcgonagall,395073
hermione granger,395077
hermione granger,395133
hermione granger,395139
harry potter,395193
harry potter,395195
harry potter,395252
harry potter,395265
harry potter,395281
hermione granger,395301
hermione granger,396175
hermione granger,396192
hermione granger,396251
hermione granger,396287
tom riddle,397103
tom riddle,397124
tom riddle,397154
tom riddle,397346
tom riddle,397363
bellatrix black,398100
albus dumbledore,398316
albus dumbledore,398417
harry potter,398702
albus dumbledore,398798
harry potter,398990
hermione granger,398994
harry potter,399177
harry potter,399309
hermione granger,399345
minerva mcgonagall,399350
fred weasley,399353
george weasley,399355
harry potter,399489
harry potter,399564
fawkes,399590
harry potter,399731
lucius malfoy,399750
amelia bones,399782
harry potter,399827
bellatrix black,399836
lucius malfoy,399840
lucius malfoy,399851
harry potter,399895
harry potter,400045
harry potter,400099
bellatrix black,400203
bellatrix black,400219
albus dumbledore,400223
harry potter,400262
albus dumbledore,400264
bellatrix black,400274
bellatrix black,400286
bellatrix black,400290
bellatrix black,400295
bellatrix black,400347
harry potter,400431
albus dumbledore,400474
harry potter,400481
harry potter,400524
bellatrix black,400544
albus dumbledore,400561
harry potter,400566
albus dumbledore,400597
fawkes,400634
harry potter,400737
harry potter,400820
harry potter,400827
albus dumbledore,400852
lavender brown,400926
harry potter,400937
harry potter,400962
harry potter,400975
albus dumbledore,400991
voldemort,401037
harry potter,401052
harry potter,401057
harry potter,401066
albus dumbledore,401076
harry potter,401136
harry potter,401176
harry potter,401219
harry potter,401220
bellatrix black,401233
harry potter,401255
harry potter,401268
harry potter,401374
harry potter,401448
harry potter,401494
albus dumbledore,401496
harry potter,401529
albus dumbledore,401574
harry potter,401625
albus dumbledore,401626
harry potter,401642
harry potter,401752
voldemort,401876
bellatrix black,401880
harry potter,401927
harry potter,401963
harry potter,401988
voldemort,402040
harry potter,402056
voldemort,402078
harry potter,402160
harry potter,402186
albus dumbledore,402198
harry potter,402240
draco malfoy,402249
harry potter,402254
albus dumbledore,402264
fawkes,402304
harry potter,402368
harry potter,402383
harry potter,402467
harry potter,402493
voldemort,402546
harry potter,402554
harry potter,402566
harry potter,402728
fawkes,402752
fawkes,402762
harry potter,402835
fawkes,402936
lucius malfoy,403011
voldemort,403023
harry potter,403039
hermione granger,403091
albus dumbledore,403122
hermione granger,403274
fawkes,403276
harry potter,403335
fawkes,403409
bellatrix black,403446
harry potter,403525
harry potter,403543
bellatrix black,403819
draco malfoy,404068
albus dumbledore,404117
hermione granger,404476
albus dumbledore,404607
draco malfoy,404864
draco malfoy,404964
draco malfoy,405067
draco malfoy,405120
draco malfoy,405130
draco malfoy,405148
draco malfoy,405194
draco malfoy,405197
draco malfoy,405215
draco malfoy,405251
draco malfoy,405267
draco malfoy,405309
draco malfoy,405339
draco malfoy,405389
draco malfoy,405410
draco malfoy,405449
draco malfoy,405506
harry potter,405575
harry potter,405643
draco malfoy,405650
draco malfoy,405669
harry potter,405696
harry potter,405748
draco malfoy,405752
harry potter,405792
bellatrix black,405828
draco malfoy,405835
harry potter,405920
draco malfoy,405929
draco malfoy,405980
draco malfoy,406025
hermione granger,406031
hermione granger,406057
draco malfoy,406089
draco malfoy,406117
hermione granger,406150
theodore nott,406173
hermione granger,406219
draco malfoy,406231
harry potter,406265
draco malfoy,406278
draco malfoy,406317
draco malfoy,406334
draco malfoy,406347
draco malfoy,406408
draco malfoy,406418
draco malfoy,406431
draco malfoy,406436
draco malfoy,406499
draco malfoy,406511
draco malfoy,406529
draco malfoy,406537
harry potter,406591
draco malfoy,406603
harry potter,406618
draco malfoy,406663
draco malfoy,406664
hermione granger,406691
hermione granger,406718
bellatrix black,406746
hermione granger,406815
harry potter,406866
harry potter,406881
daphne greengrass,406905
harry potter,406920
harry potter,406948
hermione granger,406973
daphne greengrass,406980
harry potter,406993
harry potter,407003
harry potter,407022
hermione granger,407075
hermione granger,407177
tom riddle,407225
susan bones,407266
hermione granger,407282
hermione granger,407321
hermione granger,407352
daphne greengrass,407355
hermione granger,407373
hermione granger,407387
blaise zabini,407457
hermione granger,407484
hermione granger,407544
hermione granger,407571
hermione granger,407586
bellatrix black,407665
bellatrix black,407691
bellatrix black,407695
hermione granger,407715
bellatrix black,407723
bellatrix black,407728
hermione granger,407781
bellatrix black,407796
hermione granger,407832
bellatrix black,407853
tom riddle,407874
hermione granger,407921
bellatrix black,407938
bellatrix black,407971
tom riddle,408014
harry potter,408026
albus dumbledore,408042
hermione granger,408049
bellatrix black,408072
hermione granger,408157
hermione granger,408175
bellatrix black,408198
bellatrix black,408204
hermione granger,408232
albus dumbledore,408259
albus dumbledore,408260
bellatrix black,408267
hermione granger,408273
harry potter,408318
bellatrix black,408339
harry potter,408354
harry potter,408371
hermione granger,408388
hermione granger,408421
harry potter,408431
harry potter,408470
hermione granger,408478
harry potter,408564
hermione granger,408582
bellatrix black,408619
lucius malfoy,408632
hermione granger,408639
lucius malfoy,408712
hermione granger,408718
hermione granger,408747
blaise zabini,408753
harry potter,408755
hermione granger,408802
hermione granger,408809
hermione granger,408821
hermione granger,408917
bellatrix black,408931
bellatrix black,408936
hermione granger,408955
hermione granger,408983
bellatrix black,409028
hermione granger,409143
hermione granger,409165
minerva mcgonagall,409433
harry potter,409512
amelia bones,409513
hermione granger,409515
minerva mcgonagall,409582
bellatrix black,409599
lucius malfoy,409605
draco malfoy,409621
theodore nott,409647
draco malfoy,409656
daphne greengrass,409686
daphne greengrass,409713
amelia bones,409784
neville longbottom,409823
neville longbottom,409832
neville longbottom,409840
neville longbottom,409874
albus dumbledore,409885
albus dumbledore,409889
draco malfoy,409986
theodore nott,409988
daphne greengrass,409990
susan bones,409992
neville longbottom,409995
harry potter,410002
lucius malfoy,410050
susan bones,410242
hermione granger,410264
hermione granger,410271
susan bones,410287
hermione granger,410293
ron weasley,410496
ron weasley,410528
susan bones,410566
hermione granger,410591
lavender brown,410623
parvati patil,410625
hannah abbott,410627
daphne greengrass,410629
harry potter,410671
neville longbottom,410673
theodore nott,410675
blaise zabini,410680
hermione granger,410688
susan bones,410696
susan bones,410719
amelia bones,410731
susan bones,410774
susan bones,410782
albus dumbledore,410798
harry potter,410854
hermione granger,410927
ron weasley,410939
harry potter,410942
harry potter,410957
hermione granger,410974
susan bones,411001
hermione granger,411003
hermione granger,411009
susan bones,411011
hermione granger,411028
hermione granger,411032
susan bones,411060
hermione granger,411082
susan bones,411083
hermione granger,411117
amelia bones,411127
susan bones,411151
hermione granger,411152
draco malfoy,411173
susan bones,411178
hermione granger,411201
draco malfoy,411231
draco malfoy,411242
susan bones,411243
lucius malfoy,411254
hermione granger,411278
hermione granger,411301
padma patil,411370
draco malfoy,411383
draco malfoy,411503
draco malfoy,411521
draco malfoy,411541
harry potter,411544
harry potter,411563
harry potter,411581
draco malfoy,411596
harry potter,411609
harry potter,411624
harry potter,411640
harry potter,411656
draco malfoy,411680
padma patil,411700
draco malfoy,411709
draco malfoy,411761
padma patil,411815
harry potter,411850
draco malfoy,411855
harry potter,411868
draco malfoy,411876
draco malfoy,411887
harry potter,411940
draco malfoy,411948
draco malfoy,411964
hermione granger,412125
padma patil,412223
lucius malfoy,412280
draco malfoy,412287
lucius malfoy,412313
padma patil,412342
draco malfoy,412358
draco malfoy,412397
padma patil,412411
neville longbottom,412430
amelia bones,412439
draco malfoy,412468
draco malfoy,412493
lucius malfoy,412526
harry potter,412574
hermione granger,412577
draco malfoy,412607
draco malfoy,412621
lucius malfoy,412626
draco malfoy,412665
neville longbottom,412673
amelia bones,412678
draco malfoy,412717
lucius malfoy,412743
draco malfoy,412786
draco malfoy,412797
daphne greengrass,412812
amelia bones,412823
amelia bones,412886
draco malfoy,412888
draco malfoy,412970
daphne greengrass,412994
harry potter,413001
blaise zabini,413018
harry potter,413114
harry potter,413151
harry potter,413190
neville longbottom,413262
theodore nott,413333
harry potter,413466
harry potter,413684
neville longbottom,413687
harry potter,413710
harry potter,413733
neville longbottom,413812
neville longbottom,413864
neville longbottom,413876
amelia bones,413886
neville longbottom,413921
neville longbottom,413934
neville longbottom,413981
neville longbottom,413987
neville longbottom,414025
neville longbottom,414045
harry potter,414049
blaise zabini,414082
neville longbottom,414105
neville longbottom,414116
neville longbottom,414169
neville longbottom,414192
theodore nott,414193
neville longbottom,414218
theodore nott,414221
neville longbottom,414238
harry potter,414252
theodore nott,414272
neville longbottom,414309
blaise zabini,414402
harry potter,414535
blaise zabini,414538
neville longbottom,414585
draco malfoy,414603
padma patil,414611
draco malfoy,414642
draco malfoy,414675
draco malfoy,414703
draco malfoy,414714
draco malfoy,414787
padma patil,414799
draco malfoy,414806
harry potter,414824
harry potter,414888
harry potter,415057
harry potter,415240
harry potter,415382
harry potter,415447
harry potter,415656
harry potter,415677
harry potter,415704
harry potter,415727
harry potter,415769
harry potter,415793
harry potter,415847
harry potter,416114
harry potter,416126
harry potter,416141
harry potter,416206
harry potter,416243
harry potter,416319
harry potter,416374
harry potter,416443
harry potter,416494
filius flitwick,416499
harry potter,416514
filius flitwick,416518
filius flitwick,416556
minerva mcgonagall,416569
harry potter,416580
harry potter,416602
harry potter,416782
minerva mcgonagall,416801
harry potter,416882
neville longbottom,416894
hermione granger,416896
harry potter,416903
hermione granger,416910
minerva mcgonagall,416929
filius flitwick,416942
harry potter,416972
filius flitwick,416998
amelia bones,417287
susan bones,417360
neville longbottom,417374
amelia bones,417389
susan bones,417464
neville longbottom,417494
draco malfoy,417600
padma patil,417613
draco malfoy,417641
draco malfoy,417674
hermione granger,417691
neville longbottom,417762
neville longbottom,417804
neville longbottom,417818
neville longbottom,417876
neville longbottom,417921
susan bones,417952
neville longbottom,417989
amelia bones,418056
neville longbottom,418074
neville longbottom,418085
neville longbottom,418089
amelia bones,418092
amelia bones,418144
albus dumbledore,418145
albus dumbledore,418149
lucius malfoy,418160
daphne greengrass,418211
daphne greengrass,418241
harry potter,418271
hannah abbott,418303
daphne greengrass,418339
hannah abbott,418345
neville longbottom,418378
hannah abbott,418429
neville longbottom,418436
daphne greengrass,418450
neville longbottom,418477
daphne greengrass,418505
neville longbottom,418511
neville longbottom,418531
daphne greengrass,418552
neville longbottom,418581
neville longbottom,418599
hannah abbott,418606
neville longbottom,418610
daphne greengrass,418639
daphne greengrass,418663
theodore nott,418701
draco malfoy,418759
hermione granger,418776
hermione granger,418809
draco malfoy,418827
draco malfoy,418861
hermione granger,418894
neville longbottom,418962
draco malfoy,418976
hermione granger,418978
draco malfoy,419045
harry potter,419053
hermione granger,419060
daphne greengrass,419082
hannah abbott,419108
neville longbottom,419112
hannah abbott,419123
neville longbottom,419137
bellatrix black,419159
hannah abbott,419168
hannah abbott,419259
daphne greengrass,419280
neville longbottom,419322
neville longbottom,419344
amelia bones,419363
daphne greengrass,419376
hannah abbott,419383
hannah abbott,419406
hannah abbott,419434
hannah abbott,419461
daphne greengrass,419483
harry potter,419552
hannah abbott,419574
harry potter,419579
daphne greengrass,419581
daphne greengrass,419623
